source_id,tile_id,split,image_path,x,y,width,height,source_width,source_height,tile_index,overlap_with_previous_x,annotations
124800010,124800010__x0896_y0000,test,clean/124800010__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800010,124800010__x1776_y0000,test,clean/124800010__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800011,124800011__x0000_y0000,test,clean/124800011__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800011,124800011__x0896_y0000,test,clean/124800011__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800011,124800011__x1776_y0000,test,clean/124800011__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800013,124800013__x0000_y0000,test,clean/124800013__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800013,124800013__x0896_y0000,test,clean/124800013__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800013,124800013__x1776_y0000,test,clean/124800013__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800015,124800015__x0000_y0000,test,clean/124800015__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800015,124800015__x0896_y0000,test,clean/124800015__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800015,124800015__x1776_y0000,test,clean/124800015__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800016,124800016__x0000_y0000,test,clean/124800016__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800016,124800016__x0896_y0000,test,clean/124800016__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800016,124800016__x1776_y0000,test,clean/124800016__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800022,124800022__x0000_y0000,test,clean/124800022__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800022,124800022__x0896_y0000,test,clean/124800022__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800022,124800022__x1776_y0000,test,clean/124800022__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800025,124800025__x0000_y0000,test,clean/124800025__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800025,124800025__x0896_y0000,test,clean/124800025__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800025,124800025__x1776_y0000,test,clean/124800025__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800026,124800026__x0000_y0000,test,clean/124800026__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800026,124800026__x0896_y0000,test,clean/124800026__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800026,124800026__x1776_y0000,test,clean/124800026__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800027,124800027__x0000_y0000,test,clean/124800027__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800027,124800027__x0896_y0000,test,clean/124800027__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800027,124800027__x1776_y0000,test,clean/124800027__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800031,124800031__x0000_y0000,test,clean/124800031__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800031,124800031__x0896_y0000,test,clean/124800031__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800031,124800031__x1776_y0000,test,clean/124800031__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800037,124800037__x0000_y0000,test,clean/124800037__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800037,124800037__x0896_y0000,test,clean/124800037__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800037,124800037__x1776_y0000,test,clean/124800037__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800045,124800045__x0000_y0000,test,clean/124800045__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800045,124800045__x0896_y0000,test,clean/124800045__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800045,124800045__x1776_y0000,test,clean/124800045__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800046,124800046__x0000_y0000,test,clean/124800046__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800046,124800046__x0896_y0000,test,clean/124800046__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800046,124800046__x1776_y0000,test,clean/124800046__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800048,124800048__x0000_y0000,test,clean/124800048__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800048,124800048__x0896_y0000,test,clean/124800048__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800048,124800048__x1776_y0000,test,clean/124800048__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800052,124800052__x0000_y0000,test,clean/124800052__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800052,124800052__x0896_y0000,test,clean/124800052__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800052,124800052__x1776_y0000,test,clean/124800052__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800059,124800059__x0000_y0000,test,clean/124800059__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800059,124800059__x0896_y0000,test,clean/124800059__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800059,124800059__x1776_y0000,test,clean/124800059__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
124800075,124800075__x0000_y0000,test,clean/124800075__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
124800075,124800075__x0896_y0000,test,clean/124800075__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
124800075,124800075__x1776_y0000,test,clean/124800075__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100013,125100013__x0000_y0000,test,clean/125100013__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100013,125100013__x0896_y0000,test,clean/125100013__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100013,125100013__x1776_y0000,test,clean/125100013__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100016,125100016__x0000_y0000,test,clean/125100016__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100016,125100016__x0896_y0000,test,clean/125100016__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100016,125100016__x1776_y0000,test,clean/125100016__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100019,125100019__x0000_y0000,test,clean/125100019__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100019,125100019__x0896_y0000,test,clean/125100019__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100019,125100019__x1776_y0000,test,clean/125100019__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100025,125100025__x0000_y0000,test,clean/125100025__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100025,125100025__x0896_y0000,test,clean/125100025__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100025,125100025__x1776_y0000,test,clean/125100025__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100026,125100026__x0000_y0000,test,clean/125100026__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100026,125100026__x0896_y0000,test,clean/125100026__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100026,125100026__x1776_y0000,test,clean/125100026__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100029,125100029__x0000_y0000,test,clean/125100029__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100029,125100029__x0896_y0000,test,clean/125100029__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100029,125100029__x1776_y0000,test,clean/125100029__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100048,125100048__x0000_y0000,test,clean/125100048__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100048,125100048__x0896_y0000,test,clean/125100048__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100048,125100048__x1776_y0000,test,clean/125100048__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100055,125100055__x0000_y0000,test,clean/125100055__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100055,125100055__x0896_y0000,test,clean/125100055__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100055,125100055__x1776_y0000,test,clean/125100055__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100057,125100057__x0000_y0000,test,clean/125100057__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100057,125100057__x0896_y0000,test,clean/125100057__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100057,125100057__x1776_y0000,test,clean/125100057__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100063,125100063__x0000_y0000,test,clean/125100063__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100063,125100063__x0896_y0000,test,clean/125100063__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100063,125100063__x1776_y0000,test,clean/125100063__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100064,125100064__x0000_y0000,test,clean/125100064__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100064,125100064__x0896_y0000,test,clean/125100064__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100064,125100064__x1776_y0000,test,clean/125100064__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125100076,125100076__x0000_y0000,test,clean/125100076__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125100076,125100076__x0896_y0000,test,clean/125100076__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125100076,125100076__x1776_y0000,test,clean/125100076__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125200019,125200019__x0000_y0000,test,clean/125200019__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125200019,125200019__x0896_y0000,test,clean/125200019__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125200019,125200019__x1776_y0000,test,clean/125200019__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125200028,125200028__x0000_y0000,test,clean/125200028__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125200028,125200028__x0896_y0000,test,clean/125200028__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125200028,125200028__x1776_y0000,test,clean/125200028__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125200038,125200038__x0000_y0000,test,clean/125200038__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125200038,125200038__x0896_y0000,test,clean/125200038__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125200038,125200038__x1776_y0000,test,clean/125200038__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125200039,125200039__x0000_y0000,test,clean/125200039__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125200039,125200039__x0896_y0000,test,clean/125200039__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125200039,125200039__x1776_y0000,test,clean/125200039__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400017,125400017__x0000_y0000,test,clean/125400017__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400017,125400017__x0896_y0000,test,clean/125400017__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400017,125400017__x1776_y0000,test,clean/125400017__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400019,125400019__x0000_y0000,test,clean/125400019__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400019,125400019__x0896_y0000,test,clean/125400019__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400019,125400019__x1776_y0000,test,clean/125400019__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400028,125400028__x0000_y0000,test,clean/125400028__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400028,125400028__x0896_y0000,test,clean/125400028__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400028,125400028__x1776_y0000,test,clean/125400028__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400065,125400065__x0000_y0000,test,clean/125400065__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400065,125400065__x0896_y0000,test,clean/125400065__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400065,125400065__x1776_y0000,test,clean/125400065__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400066,125400066__x0000_y0000,test,clean/125400066__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400066,125400066__x0896_y0000,test,clean/125400066__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400066,125400066__x1776_y0000,test,clean/125400066__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400067,125400067__x0000_y0000,test,clean/125400067__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400067,125400067__x0896_y0000,test,clean/125400067__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400067,125400067__x1776_y0000,test,clean/125400067__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400068,125400068__x0000_y0000,test,clean/125400068__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400068,125400068__x0896_y0000,test,clean/125400068__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400068,125400068__x1776_y0000,test,clean/125400068__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400070,125400070__x0000_y0000,test,clean/125400070__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400070,125400070__x0896_y0000,test,clean/125400070__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400070,125400070__x1776_y0000,test,clean/125400070__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400075,125400075__x0000_y0000,test,clean/125400075__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400075,125400075__x0896_y0000,test,clean/125400075__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400075,125400075__x1776_y0000,test,clean/125400075__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400078,125400078__x0000_y0000,test,clean/125400078__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400078,125400078__x0896_y0000,test,clean/125400078__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400078,125400078__x1776_y0000,test,clean/125400078__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400081,125400081__x0000_y0000,test,clean/125400081__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400081,125400081__x0896_y0000,test,clean/125400081__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400081,125400081__x1776_y0000,test,clean/125400081__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125400082,125400082__x0000_y0000,test,clean/125400082__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125400082,125400082__x0896_y0000,test,clean/125400082__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125400082,125400082__x1776_y0000,test,clean/125400082__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125600028,125600028__x0000_y0000,test,clean/125600028__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125600028,125600028__x0896_y0000,test,clean/125600028__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125600028,125600028__x1776_y0000,test,clean/125600028__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125600044,125600044__x0000_y0000,test,clean/125600044__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125600044,125600044__x0896_y0000,test,clean/125600044__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125600044,125600044__x1776_y0000,test,clean/125600044__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125600050,125600050__x0000_y0000,test,clean/125600050__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125600050,125600050__x0896_y0000,test,clean/125600050__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125600050,125600050__x1776_y0000,test,clean/125600050__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125600068,125600068__x0000_y0000,test,clean/125600068__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125600068,125600068__x0896_y0000,test,clean/125600068__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125600068,125600068__x1776_y0000,test,clean/125600068__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125600081,125600081__x0000_y0000,test,clean/125600081__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125600081,125600081__x0896_y0000,test,clean/125600081__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125600081,125600081__x1776_y0000,test,clean/125600081__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125700026,125700026__x0000_y0000,test,clean/125700026__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125700026,125700026__x0896_y0000,test,clean/125700026__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125700026,125700026__x1776_y0000,test,clean/125700026__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125700028,125700028__x0000_y0000,test,clean/125700028__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125700028,125700028__x0896_y0000,test,clean/125700028__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125700028,125700028__x1776_y0000,test,clean/125700028__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125700077,125700077__x0000_y0000,test,clean/125700077__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125700077,125700077__x0896_y0000,test,clean/125700077__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125700077,125700077__x1776_y0000,test,clean/125700077__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125800004,125800004__x0000_y0000,test,clean/125800004__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125800004,125800004__x0896_y0000,test,clean/125800004__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125800004,125800004__x1776_y0000,test,clean/125800004__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125800007,125800007__x0000_y0000,test,clean/125800007__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125800007,125800007__x0896_y0000,test,clean/125800007__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125800007,125800007__x1776_y0000,test,clean/125800007__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125800014,125800014__x0000_y0000,test,clean/125800014__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125800014,125800014__x0896_y0000,test,clean/125800014__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125800014,125800014__x1776_y0000,test,clean/125800014__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125800072,125800072__x0000_y0000,test,clean/125800072__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125800072,125800072__x0896_y0000,test,clean/125800072__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125800072,125800072__x1776_y0000,test,clean/125800072__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
125800077,125800077__x0000_y0000,test,clean/125800077__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
125800077,125800077__x0896_y0000,test,clean/125800077__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
125800077,125800077__x1776_y0000,test,clean/125800077__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126600042,126600042__x0000_y0000,test,clean/126600042__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126600042,126600042__x0896_y0000,test,clean/126600042__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126600042,126600042__x1776_y0000,test,clean/126600042__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126600050,126600050__x0000_y0000,test,clean/126600050__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126600050,126600050__x0896_y0000,test,clean/126600050__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126600050,126600050__x1776_y0000,test,clean/126600050__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800030,126800030__x0000_y0000,test,clean/126800030__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800030,126800030__x0896_y0000,test,clean/126800030__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800030,126800030__x1776_y0000,test,clean/126800030__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800045,126800045__x0000_y0000,test,clean/126800045__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800045,126800045__x0896_y0000,test,clean/126800045__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800045,126800045__x1776_y0000,test,clean/126800045__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800046,126800046__x0000_y0000,test,clean/126800046__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800046,126800046__x0896_y0000,test,clean/126800046__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800046,126800046__x1776_y0000,test,clean/126800046__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800048,126800048__x0000_y0000,test,clean/126800048__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800048,126800048__x0896_y0000,test,clean/126800048__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800048,126800048__x1776_y0000,test,clean/126800048__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800064,126800064__x0000_y0000,test,clean/126800064__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800064,126800064__x0896_y0000,test,clean/126800064__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800064,126800064__x1776_y0000,test,clean/126800064__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800070,126800070__x0000_y0000,test,clean/126800070__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800070,126800070__x0896_y0000,test,clean/126800070__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800070,126800070__x1776_y0000,test,clean/126800070__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800071,126800071__x0000_y0000,test,clean/126800071__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800071,126800071__x0896_y0000,test,clean/126800071__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800071,126800071__x1776_y0000,test,clean/126800071__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800072,126800072__x0000_y0000,test,clean/126800072__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800072,126800072__x0896_y0000,test,clean/126800072__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800072,126800072__x1776_y0000,test,clean/126800072__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800078,126800078__x0000_y0000,test,clean/126800078__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800078,126800078__x0896_y0000,test,clean/126800078__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800078,126800078__x1776_y0000,test,clean/126800078__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
126800082,126800082__x0000_y0000,test,clean/126800082__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
126800082,126800082__x0896_y0000,test,clean/126800082__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
126800082,126800082__x1776_y0000,test,clean/126800082__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127000022,127000022__x0000_y0000,test,clean/127000022__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127000022,127000022__x0896_y0000,test,clean/127000022__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127000022,127000022__x1776_y0000,test,clean/127000022__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127000045,127000045__x0000_y0000,test,clean/127000045__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127000045,127000045__x0896_y0000,test,clean/127000045__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127000045,127000045__x1776_y0000,test,clean/127000045__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127000050,127000050__x0000_y0000,test,clean/127000050__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127000050,127000050__x0896_y0000,test,clean/127000050__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127000050,127000050__x1776_y0000,test,clean/127000050__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127000067,127000067__x0000_y0000,test,clean/127000067__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127000067,127000067__x0896_y0000,test,clean/127000067__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127000067,127000067__x1776_y0000,test,clean/127000067__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127200005,127200005__x0000_y0000,test,clean/127200005__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127200005,127200005__x0896_y0000,test,clean/127200005__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127200005,127200005__x1776_y0000,test,clean/127200005__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127200025,127200025__x0000_y0000,test,clean/127200025__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127200025,127200025__x0896_y0000,test,clean/127200025__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127200025,127200025__x1776_y0000,test,clean/127200025__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127200032,127200032__x0000_y0000,test,clean/127200032__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127200032,127200032__x0896_y0000,test,clean/127200032__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
127200032,127200032__x1776_y0000,test,clean/127200032__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
127200078,127200078__x0000_y0000,test,clean/127200078__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
127200078,127200078__x0896_y0000,test,clean/127200078__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
